               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.015548,           0.0056511,           0.0034135,             0.99302,                   1,               0.995,             0.86858,            0.012755,           0.0042204,           0.0019641,            0.002278,            0.002278,            0.002278
                 158,            0.015783,           0.0063967,           0.0028273,             0.99311,                   1,               0.995,             0.89781,             0.01175,           0.0041269,           0.0019491,           0.0022285,           0.0022285,           0.0022285
                 159,            0.015193,           0.0060118,           0.0028419,             0.99317,                   1,               0.995,             0.87451,            0.013004,           0.0042078,           0.0019141,            0.002179,            0.002179,            0.002179
                 160,            0.015941,           0.0053525,           0.0033611,             0.99328,                   1,               0.995,             0.88316,            0.012045,           0.0041662,           0.0018932,           0.0021295,           0.0021295,           0.0021295
                 161,            0.014831,           0.0059104,           0.0038615,             0.99249,                   1,               0.995,             0.88977,            0.012395,           0.0042324,           0.0018469,             0.00208,             0.00208,             0.00208
                 162,            0.015801,           0.0062342,           0.0040984,             0.99125,                   1,               0.995,             0.88802,            0.011479,           0.0041457,            0.001828,           0.0020305,           0.0020305,           0.0020305
                 163,            0.014894,           0.0054377,           0.0042129,               0.991,                   1,               0.995,             0.88857,            0.011663,            0.004082,           0.0017878,            0.001981,            0.001981,            0.001981
                 164,            0.015862,           0.0050682,           0.0035033,             0.99109,                   1,               0.995,             0.87011,             0.01187,           0.0040859,            0.001769,           0.0019315,           0.0019315,           0.0019315
                 165,            0.015031,           0.0063571,           0.0035935,             0.99128,                   1,               0.995,             0.87322,            0.011745,           0.0040118,           0.0017357,            0.001882,            0.001882,            0.001882
                 166,            0.016156,           0.0050543,           0.0029042,             0.99138,                   1,               0.995,             0.87314,            0.012424,           0.0041346,           0.0017208,           0.0018325,           0.0018325,           0.0018325
                 167,            0.015335,           0.0057194,           0.0031887,             0.99137,                   1,               0.995,              0.8773,            0.011366,           0.0040617,            0.001698,            0.001783,            0.001783,            0.001783
                 168,            0.014158,           0.0048501,            0.003934,             0.99118,                   1,               0.995,             0.88771,            0.011814,           0.0041771,           0.0016876,           0.0017335,           0.0017335,           0.0017335
                 169,             0.01392,           0.0051234,           0.0027261,             0.99115,                   1,               0.995,             0.87118,            0.011583,           0.0041079,           0.0016697,            0.001684,            0.001684,            0.001684
                 170,            0.013537,           0.0053488,           0.0024801,             0.99137,                   1,               0.995,             0.88256,            0.011654,           0.0040598,           0.0016598,           0.0016345,           0.0016345,           0.0016345
                 171,            0.014526,           0.0051145,           0.0037062,              0.9918,                   1,               0.995,               0.887,            0.011563,           0.0040606,           0.0016366,            0.001585,            0.001585,            0.001585
                 172,            0.013628,           0.0052572,           0.0027151,             0.99233,                   1,               0.995,             0.89727,            0.010677,           0.0039635,           0.0016268,           0.0015355,           0.0015355,           0.0015355
                 173,            0.012924,           0.0054683,           0.0034226,             0.99294,                   1,               0.995,             0.87439,             0.01156,            0.003993,           0.0016193,            0.001486,            0.001486,            0.001486
                 174,            0.013649,           0.0045267,           0.0022831,              0.9929,                   1,               0.995,              0.8923,            0.010429,           0.0038423,           0.0016184,           0.0014365,           0.0014365,           0.0014365
                 175,            0.014041,           0.0067621,           0.0031937,             0.99302,                   1,               0.995,             0.89701,            0.011567,           0.0039569,           0.0016118,            0.001387,            0.001387,            0.001387
                 176,             0.01375,           0.0057326,           0.0028206,               0.993,                   1,               0.995,             0.90232,            0.010235,           0.0038075,           0.0016065,           0.0013375,           0.0013375,           0.0013375
                 177,            0.013151,            0.005432,           0.0039093,             0.99299,                   1,               0.995,              0.8946,            0.010373,           0.0038082,           0.0015947,            0.001288,            0.001288,            0.001288
                 178,            0.012849,           0.0059881,           0.0029801,             0.99323,                   1,               0.995,             0.90572,              0.0103,           0.0038417,           0.0015875,           0.0012385,           0.0012385,           0.0012385
                 179,            0.012371,           0.0050619,           0.0037234,             0.99326,                   1,               0.995,             0.89457,             0.01037,           0.0038365,           0.0015688,            0.001189,            0.001189,            0.001189
                 180,            0.013141,           0.0052596,           0.0034356,             0.99335,                   1,               0.995,             0.90064,            0.010137,           0.0037877,           0.0015597,           0.0011395,           0.0011395,           0.0011395
                 181,            0.013234,           0.0049699,           0.0023853,             0.99353,                   1,               0.995,             0.89845,            0.010342,           0.0038032,           0.0015406,             0.00109,             0.00109,             0.00109
                 182,            0.014375,           0.0053105,           0.0039558,              0.9934,                   1,               0.995,             0.91064,           0.0098545,           0.0037363,           0.0015319,           0.0010405,           0.0010405,           0.0010405
                 183,            0.012429,           0.0050637,            0.003035,             0.99334,                   1,               0.995,             0.91459,           0.0097684,           0.0037492,            0.001508,            0.000991,            0.000991,            0.000991
                 184,            0.012961,           0.0051966,           0.0022248,             0.99347,                   1,               0.995,             0.91378,           0.0094452,            0.003689,           0.0014933,           0.0009415,           0.0009415,           0.0009415
                 185,            0.012424,           0.0055395,           0.0032069,             0.99355,                   1,               0.995,             0.90766,           0.0095687,           0.0036697,           0.0014747,            0.000892,            0.000892,            0.000892
                 186,            0.012524,           0.0054249,           0.0037765,             0.99355,                   1,               0.995,             0.92053,           0.0095076,           0.0036521,           0.0014641,           0.0008425,           0.0008425,           0.0008425
                 187,            0.011694,           0.0050361,           0.0033069,             0.99359,                   1,               0.995,             0.90377,           0.0098749,           0.0037128,           0.0014437,            0.000793,            0.000793,            0.000793
                 188,            0.012592,           0.0049038,           0.0028648,             0.99367,                   1,               0.995,             0.90278,           0.0095119,           0.0036688,           0.0014373,           0.0007435,           0.0007435,           0.0007435
                 189,            0.013057,           0.0060133,           0.0027246,             0.99367,                   1,               0.995,             0.91114,           0.0096279,           0.0036542,           0.0014169,            0.000694,            0.000694,            0.000694
                 190,            0.012304,           0.0056625,           0.0031775,             0.99362,                   1,               0.995,             0.91927,           0.0093838,           0.0036283,           0.0014076,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011818,           0.0051996,           0.0025432,             0.99359,                   1,               0.995,             0.90654,           0.0095438,           0.0036554,           0.0013917,            0.000595,            0.000595,            0.000595
                 192,            0.012578,           0.0053693,           0.0022177,             0.99343,                   1,               0.995,             0.91806,           0.0090723,           0.0035975,           0.0013854,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012544,           0.0054695,           0.0026418,             0.99351,                   1,               0.995,             0.91451,           0.0092633,           0.0036268,            0.001371,            0.000496,            0.000496,            0.000496
                 194,            0.012574,           0.0059283,           0.0028335,             0.99337,                   1,               0.995,             0.92038,           0.0089562,           0.0035924,           0.0013653,           0.0004465,           0.0004465,           0.0004465
                 195,            0.011243,           0.0050727,           0.0023194,             0.99313,                   1,               0.995,             0.91837,           0.0090691,           0.0036057,           0.0013486,            0.000397,            0.000397,            0.000397
                 196,              0.0125,           0.0058718,           0.0026369,             0.99304,                   1,               0.995,             0.91878,           0.0090026,           0.0035909,           0.0013421,           0.0003475,           0.0003475,           0.0003475
                 197,            0.012841,            0.005567,           0.0028999,             0.99301,                   1,               0.995,             0.92078,           0.0089253,           0.0035775,           0.0013297,            0.000298,            0.000298,            0.000298
                 198,            0.012082,           0.0050557,           0.0019641,             0.99307,                   1,               0.995,             0.92114,           0.0090053,           0.0035903,           0.0013244,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012361,           0.0050207,           0.0034311,             0.99349,                   1,               0.995,             0.91268,           0.0091792,           0.0036172,           0.0013105,            0.000199,            0.000199,            0.000199
